chr20	81154	0.735716	0.0
chr20	82590	0.734243	0.001056
chr20	82603	0.734147	0.001066
chr20	83158	0.734513	0.001473
chr20	83509	0.742335	0.001731
chr20	84293	0.742618	0.002313
chr20	84647	0.746463	0.002576
chr20	85729	7.199750	0.003384
chr20	88108	7.220007	0.020512
chr20	88453	7.219995	0.023003
chr20	88767	7.219755	0.02527
chr20	90438	7.203219	0.037334
chr20	90452	7.191159	0.037435
chr20	92251	4.657025	0.050372
chr20	93706	3.325397	0.057148
chr20	94613	0.837345	0.060164
chr20	96321	0.491121	0.061594
chr20	100014	0.487868	0.063408
chr20	101775	0.488031	0.064267
chr20	102929	0.488104	0.06483
chr20	104475	0.488078	0.065585
chr20	106775	0.488068	0.066707
chr20	110343	1.050289	0.068449
chr20	110447	2.319963	0.068558
chr20	110586	2.908467	0.068881
chr20	110705	4.277567	0.069227
chr20	110867	4.980081	0.06992
chr20	111066	5.022650	0.070911
chr20	111725	2.599163	0.074221
chr20	111886	0.807632	0.074639
chr20	112250	0.391466	0.074933
chr20	112799	0.379345	0.075148
chr20	112858	0.364308	0.07517
chr20	113450	0.338784	0.075386
chr20	114452	0.338075	0.075726
chr20	116290	0.341799	0.076347
chr20	116481	0.346144	0.076412
chr20	116753	0.354536	0.076506
chr20	118289	0.372589	0.077051
chr20	119631	0.318661	0.077551
chr20	119864	0.230581	0.077625
chr20	120058	0.116057	0.07767
chr20	120721	0.080696	0.077747
chr20	121264	0.066053	0.077791
chr20	121540	0.051279	0.077809
chr20	122158	0.047396	0.077841
chr20	122876	0.047553	0.077875
chr20	126560	0.047590	0.07805
chr20	127546	0.064135	0.078097
chr20	127687	0.082946	0.078106
chr20	128631	0.118815	0.078184
chr20	128736	0.151630	0.078197
chr20	141335	0.151081	0.080107
chr20	141867	0.152017	0.080187
chr20	143661	0.253458	0.08046
chr20	143771	0.876454	0.080488
chr20	144357	0.953370	0.081002
chr20	144480	1.052051	0.081119
chr20	144897	10.231289	0.081557
chr20	145888	10.654160	0.091697
chr20	145959	10.044012	0.092453
chr20	145973	8.518412	0.092594
chr20	146037	6.895363	0.093139
chr20	146119	0.797582	0.093704
chr20	146282	0.737596	0.093834
chr20	146553	0.734030	0.094034
chr20	147079	0.732865	0.09442
chr20	147311	0.733193	0.09459
chr20	148072	0.741177	0.095148
chr20	148372	0.736099	0.095371
chr20	148422	0.729485	0.095407
chr20	148972	0.463033	0.095809
chr20	148994	0.462504	0.095819
chr20	149223	0.352411	0.095925
chr20	150721	0.353588	0.096453
chr20	150854	0.354244	0.0965
chr20	151016	0.355298	0.096557
chr20	152134	0.513322	0.096954
chr20	152517	0.523011	0.097151
chr20	153259	1.246453	0.097539
chr20	153376	5.458391	0.097685
chr20	153835	5.188557	0.10019
chr20	153898	4.281873	0.100517
chr20	154002	4.281873	0.100962
chr20	154203	1.068519	0.101823
chr20	154290	0.880526	0.101916
chr20	154847	0.410397	0.102407
chr20	155256	0.413508	0.102574
chr20	155384	1.069196	0.102627
chr20	155733	0.214707	0.103
chr20	155813	0.209462	0.103018
chr20	155927	0.211801	0.103042
chr20	156080	0.214067	0.103074
chr20	156669	0.214067	0.1032
chr20	156813	0.215105	0.103231
chr20	157259	0.216878	0.103327
chr20	157292	0.218048	0.103334
chr20	157363	0.218986	0.103349
chr20	157484	0.220427	0.103376
chr20	157507	0.222115	0.103381
chr20	157819	0.222115	0.10345
chr20	157914	0.222115	0.103471
chr20	157979	0.222115	0.103486
chr20	158513	0.222115	0.103604
chr20	158532	0.222116	0.103609
chr20	158768	0.222116	0.103661
chr20	158778	0.222116	0.103663
chr20	158815	0.222116	0.103672
chr20	158935	0.222116	0.103698
chr20	159104	0.190948	0.103736
chr20	159200	0.152437	0.103754
chr20	159445	0.130957	0.103791
chr20	159530	0.130957	0.103803
chr20	159639	0.120347	0.103817
chr20	159864	0.120347	0.103844
chr20	159865	0.120407	0.103844
chr20	160054	0.120801	0.103867
chr20	163082	0.126239	0.104233
chr20	163113	0.169730	0.104236
chr20	163277	0.677997	0.104264
chr20	163741	6.521275	0.104579
chr20	163910	4.718625	0.105681
chr20	163929	2.945971	0.105771
chr20	164258	0.210011	0.10674
chr20	164772	0.210951	0.106848
chr20	165212	0.210951	0.106941
chr20	166310	0.210946	0.107172
chr20	166354	0.225718	0.107182
chr20	167044	0.232837	0.107337
chr20	167443	0.236087	0.10743
chr20	168766	0.256191	0.107742
chr20	169334	0.260472	0.107888
chr20	170689	0.294870	0.108241
chr20	172626	0.236337	0.108812
